incident_id,opened_on,site_code,site_name,region,workstream,category,severity,resolution_hours,impacted_units,impacted_orders,owner_team
INC-0000832,2025-11-16,JHB-01,Johannesburg Service Hub,Africa,Kitting,Carrier exception,low,13.8,3,2,Site Leadership
INC-0000833,2025-11-16,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Inbound,Process discipline,medium,7.3,22,14,Site Leadership
INC-0000834,2025-11-17,FRA-01,Frankfurt Regional Hub,Europe,Fulfillment,Process discipline,low,14.8,49,10,Site Leadership
INC-0000835,2025-11-17,FRA-01,Frankfurt Regional Hub,Europe,Inbound,Supplier quality,low,16.4,12,3,Site Leadership
INC-0000836,2025-11-17,DXB-01,Dubai Regional Gateway,Middle East,Returns,Carrier exception,medium,5.3,11,8,Site Leadership
INC-0000837,2025-11-18,MEX-01,Monterrey Export Gateway,Latin America,Returns,Inventory variance,high,10.6,5,8,Operations Excellence
INC-0000838,2025-11-19,CHI-02,Chicago Distribution Campus,North America,Inbound,Equipment reliability,medium,11.7,11,6,Site Leadership
INC-0000839,2025-11-19,LHR-03,Milton Keynes Network Center,Europe,Returns,Process discipline,low,8.7,22,5,Site Leadership
INC-0000840,2025-11-19,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Staffing instability,critical,32.4,21,10,Operations Excellence
INC-0000841,2025-11-20,CHI-02,Chicago Distribution Campus,North America,Inbound,Equipment reliability,low,4.9,25,9,Site Leadership
INC-0000842,2025-11-20,MAD-02,Madrid Service Center,Europe,Kitting,Supplier quality,low,7.5,5,8,Site Leadership
INC-0000843,2025-11-20,LHR-03,Milton Keynes Network Center,Europe,Inbound,Supplier quality,low,15.4,29,3,Site Leadership
INC-0000844,2025-11-21,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Supplier quality,high,15.4,11,12,Operations Excellence
INC-0000845,2025-11-22,ATL-01,Atlanta Fulfillment Center,North America,Fulfillment,Process discipline,low,24.9,25,3,Site Leadership
INC-0000846,2025-11-22,ATL-01,Atlanta Fulfillment Center,North America,Returns,Inventory variance,low,6.6,22,3,Site Leadership
INC-0000847,2025-11-22,LHR-03,Milton Keynes Network Center,Europe,Kitting,Carrier exception,low,10.1,18,3,Site Leadership
INC-0000848,2025-11-22,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Supplier quality,low,25.1,14,5,Site Leadership
INC-0000849,2025-11-23,MAD-02,Madrid Service Center,Europe,Fulfillment,Carrier exception,medium,5.9,28,12,Site Leadership
INC-0000850,2025-11-23,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Supplier quality,low,27.5,10,3,Site Leadership
INC-0000851,2025-11-24,MAD-02,Madrid Service Center,Europe,Fulfillment,Inventory variance,medium,11.6,14,5,Site Leadership
INC-0000852,2025-11-25,DAL-03,Dallas Omni-Channel Hub,North America,Returns,Equipment reliability,critical,14.2,21,13,Operations Excellence
INC-0000853,2025-11-25,SYD-01,Sydney Service Campus,Asia Pacific,Fulfillment,Equipment reliability,critical,28.4,26,7,Operations Excellence
INC-0000854,2025-11-26,LHR-03,Milton Keynes Network Center,Europe,Returns,Inventory variance,low,6.3,12,9,Site Leadership
INC-0000855,2025-11-26,JHB-01,Johannesburg Service Hub,Africa,Returns,Inventory variance,medium,14.4,11,6,Site Leadership
INC-0000856,2025-11-26,SYD-01,Sydney Service Campus,Asia Pacific,Fulfillment,Staffing instability,medium,4.7,19,6,Site Leadership
INC-0000857,2025-11-27,ATL-01,Atlanta Fulfillment Center,North America,Returns,Process discipline,low,4.9,13,4,Site Leadership
INC-0000858,2025-11-27,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Supplier quality,medium,8.9,30,4,Site Leadership
INC-0000859,2025-11-27,LHR-03,Milton Keynes Network Center,Europe,Fulfillment,Process discipline,low,4.7,32,2,Site Leadership
INC-0000860,2025-11-27,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Equipment reliability,medium,12.3,20,5,Site Leadership
INC-0000861,2025-11-27,JHB-01,Johannesburg Service Hub,Africa,Kitting,Staffing instability,critical,8.4,10,9,Operations Excellence
INC-0000862,2025-11-28,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Carrier exception,low,5.7,35,3,Site Leadership
INC-0000863,2025-11-28,MEX-01,Monterrey Export Gateway,Latin America,Returns,Carrier exception,medium,26.5,16,7,Site Leadership
INC-0000864,2025-11-28,SYD-01,Sydney Service Campus,Asia Pacific,Kitting,Process discipline,low,23.2,12,8,Site Leadership
INC-0000865,2025-11-29,CHI-02,Chicago Distribution Campus,North America,Inbound,Staffing instability,low,7.6,8,5,Site Leadership
INC-0000866,2025-11-29,DAL-03,Dallas Omni-Channel Hub,North America,Inbound,Equipment reliability,low,19.7,31,5,Site Leadership
INC-0000867,2025-12-01,SYD-01,Sydney Service Campus,Asia Pacific,Fulfillment,Carrier exception,high,18.3,20,10,Operations Excellence
INC-0000868,2025-12-02,DAL-03,Dallas Omni-Channel Hub,North America,Fulfillment,Staffing instability,low,9.5,21,10,Site Leadership
INC-0000869,2025-12-02,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Staffing instability,low,18.5,34,2,Site Leadership
INC-0000870,2025-12-03,DXB-01,Dubai Regional Gateway,Middle East,Kitting,Inventory variance,high,6.5,9,8,Operations Excellence
INC-0000871,2025-12-03,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Returns,Staffing instability,low,12.4,22,7,Site Leadership
INC-0000872,2025-12-04,JHB-01,Johannesburg Service Hub,Africa,Returns,Equipment reliability,medium,6.0,5,4,Site Leadership
INC-0000873,2025-12-04,SIN-01,Singapore Control Tower,Asia Pacific,Kitting,Process discipline,low,12.4,9,8,Site Leadership
INC-0000874,2025-12-04,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Supplier quality,low,20.6,5,4,Site Leadership
INC-0000875,2025-12-05,CHI-02,Chicago Distribution Campus,North America,Returns,Supplier quality,medium,5.8,11,10,Site Leadership
INC-0000876,2025-12-05,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Equipment reliability,medium,26.2,20,6,Site Leadership
INC-0000877,2025-12-05,MAD-02,Madrid Service Center,Europe,Kitting,Carrier exception,low,24.5,20,5,Site Leadership
INC-0000878,2025-12-06,MAD-02,Madrid Service Center,Europe,Kitting,Process discipline,low,12.6,6,4,Site Leadership
INC-0000879,2025-12-06,LHR-03,Milton Keynes Network Center,Europe,Kitting,Inventory variance,low,18.3,12,2,Site Leadership
INC-0000880,2025-12-06,DXB-01,Dubai Regional Gateway,Middle East,Returns,Supplier quality,low,5.0,9,4,Site Leadership
INC-0000881,2025-12-07,CHI-02,Chicago Distribution Campus,North America,Inbound,Supplier quality,low,16.5,24,8,Site Leadership
INC-0000882,2025-12-08,FRA-01,Frankfurt Regional Hub,Europe,Kitting,Equipment reliability,low,9.2,17,6,Site Leadership
INC-0000883,2025-12-08,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Staffing instability,low,8.4,34,4,Site Leadership
INC-0000884,2025-12-09,DXB-01,Dubai Regional Gateway,Middle East,Returns,Inventory variance,medium,12.7,13,7,Site Leadership
INC-0000885,2025-12-10,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Inventory variance,low,8.6,24,5,Site Leadership
INC-0000886,2025-12-10,LHR-03,Milton Keynes Network Center,Europe,Fulfillment,Carrier exception,low,13.0,15,8,Site Leadership
INC-0000887,2025-12-10,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Carrier exception,high,8.8,33,9,Operations Excellence
INC-0000888,2025-12-10,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Carrier exception,medium,19.5,17,8,Site Leadership
INC-0000889,2025-12-10,SYD-01,Sydney Service Campus,Asia Pacific,Kitting,Inventory variance,low,12.1,4,2,Site Leadership
INC-0000890,2025-12-11,ATL-01,Atlanta Fulfillment Center,North America,Fulfillment,Staffing instability,medium,12.8,43,10,Site Leadership
INC-0000891,2025-12-11,SYD-01,Sydney Service Campus,Asia Pacific,Kitting,Inventory variance,high,25.6,9,8,Operations Excellence
INC-0000892,2025-12-12,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Inventory variance,critical,16.3,19,10,Operations Excellence
INC-0000893,2025-12-12,DXB-01,Dubai Regional Gateway,Middle East,Returns,Equipment reliability,medium,12.1,17,6,Site Leadership
INC-0000894,2025-12-13,DAL-03,Dallas Omni-Channel Hub,North America,Inbound,Staffing instability,low,7.8,34,2,Site Leadership
INC-0000895,2025-12-13,MEX-01,Monterrey Export Gateway,Latin America,Kitting,Process discipline,low,18.7,12,6,Site Leadership
INC-0000896,2025-12-13,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Process discipline,low,27.6,10,9,Site Leadership
INC-0000897,2025-12-13,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Process discipline,low,20.0,8,8,Site Leadership
INC-0000898,2025-12-14,DXB-01,Dubai Regional Gateway,Middle East,Kitting,Inventory variance,medium,8.5,12,7,Site Leadership
INC-0000899,2025-12-14,SYD-01,Sydney Service Campus,Asia Pacific,Inbound,Carrier exception,medium,13.2,11,8,Site Leadership
INC-0000900,2025-12-15,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Inventory variance,medium,24.2,21,6,Site Leadership
INC-0000901,2025-12-15,MEX-01,Monterrey Export Gateway,Latin America,Returns,Carrier exception,high,26.7,15,13,Operations Excellence
INC-0000902,2025-12-16,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Staffing instability,medium,26.4,13,9,Site Leadership
INC-0000903,2025-12-16,FRA-01,Frankfurt Regional Hub,Europe,Inbound,Carrier exception,medium,8.3,35,9,Site Leadership
INC-0000904,2025-12-16,FRA-01,Frankfurt Regional Hub,Europe,Kitting,Carrier exception,low,26.5,29,2,Site Leadership
INC-0000905,2025-12-16,MAD-02,Madrid Service Center,Europe,Kitting,Staffing instability,high,25.4,6,11,Operations Excellence
INC-0000906,2025-12-16,SYD-01,Sydney Service Campus,Asia Pacific,Kitting,Staffing instability,medium,9.3,8,6,Site Leadership
INC-0000907,2025-12-17,DAL-03,Dallas Omni-Channel Hub,North America,Returns,Inventory variance,low,5.4,13,10,Site Leadership
INC-0000908,2025-12-17,DXB-01,Dubai Regional Gateway,Middle East,Returns,Staffing instability,low,6.1,5,8,Site Leadership
INC-0000909,2025-12-17,JHB-01,Johannesburg Service Hub,Africa,Inbound,Process discipline,critical,8.3,17,16,Operations Excellence
INC-0000910,2025-12-17,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Carrier exception,low,26.8,18,5,Site Leadership
INC-0000911,2025-12-18,DXB-01,Dubai Regional Gateway,Middle East,Fulfillment,Supplier quality,high,19.7,34,5,Operations Excellence
INC-0000912,2025-12-18,JHB-01,Johannesburg Service Hub,Africa,Returns,Process discipline,high,23.3,10,6,Operations Excellence
INC-0000913,2025-12-19,MEX-01,Monterrey Export Gateway,Latin America,Kitting,Carrier exception,low,26.6,12,5,Site Leadership
INC-0000914,2025-12-19,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Inbound,Inventory variance,low,13.9,13,11,Site Leadership
INC-0000915,2025-12-19,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Carrier exception,low,24.9,37,6,Site Leadership
INC-0000916,2025-12-19,SYD-01,Sydney Service Campus,Asia Pacific,Fulfillment,Supplier quality,critical,12.6,19,13,Operations Excellence
INC-0000917,2025-12-20,MEX-01,Monterrey Export Gateway,Latin America,Returns,Equipment reliability,low,11.4,20,6,Site Leadership
INC-0000918,2025-12-20,MAD-02,Madrid Service Center,Europe,Kitting,Supplier quality,medium,25.5,4,7,Site Leadership
INC-0000919,2025-12-20,LHR-03,Milton Keynes Network Center,Europe,Returns,Supplier quality,low,12.6,19,3,Site Leadership
INC-0000920,2025-12-21,FRA-01,Frankfurt Regional Hub,Europe,Kitting,Carrier exception,low,14.7,11,3,Site Leadership
INC-0000921,2025-12-21,LHR-03,Milton Keynes Network Center,Europe,Kitting,Process discipline,low,10.6,7,7,Site Leadership
INC-0000922,2025-12-22,FRA-01,Frankfurt Regional Hub,Europe,Returns,Staffing instability,medium,12.5,6,7,Site Leadership
INC-0000923,2025-12-22,DXB-01,Dubai Regional Gateway,Middle East,Fulfillment,Process discipline,critical,36.9,32,13,Operations Excellence
INC-0000924,2025-12-22,DXB-01,Dubai Regional Gateway,Middle East,Fulfillment,Carrier exception,critical,25.0,28,14,Operations Excellence
INC-0000925,2025-12-22,JHB-01,Johannesburg Service Hub,Africa,Kitting,Equipment reliability,low,14.1,12,3,Site Leadership
INC-0000926,2025-12-23,MEX-01,Monterrey Export Gateway,Latin America,Kitting,Supplier quality,low,18.6,7,6,Site Leadership
INC-0000927,2025-12-23,LHR-03,Milton Keynes Network Center,Europe,Fulfillment,Supplier quality,low,14.5,45,6,Site Leadership
INC-0000928,2025-12-24,CHI-02,Chicago Distribution Campus,North America,Kitting,Staffing instability,medium,8.6,9,8,Site Leadership
INC-0000929,2025-12-24,MAD-02,Madrid Service Center,Europe,Kitting,Process discipline,low,7.7,9,5,Site Leadership
INC-0000930,2025-12-24,MAD-02,Madrid Service Center,Europe,Inbound,Supplier quality,medium,5.7,20,4,Site Leadership
INC-0000931,2025-12-25,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Process discipline,low,13.1,6,4,Site Leadership
INC-0000932,2025-12-26,FRA-01,Frankfurt Regional Hub,Europe,Inbound,Staffing instability,low,9.7,19,3,Site Leadership
INC-0000933,2025-12-26,LHR-03,Milton Keynes Network Center,Europe,Inbound,Equipment reliability,low,25.6,30,4,Site Leadership
INC-0000934,2025-12-26,LHR-03,Milton Keynes Network Center,Europe,Returns,Process discipline,low,26.7,7,4,Site Leadership
INC-0000935,2025-12-27,CHI-02,Chicago Distribution Campus,North America,Kitting,Equipment reliability,medium,26.4,8,8,Site Leadership
INC-0000936,2025-12-27,DAL-03,Dallas Omni-Channel Hub,North America,Inbound,Staffing instability,medium,24.6,11,5,Site Leadership
INC-0000937,2025-12-27,LHR-03,Milton Keynes Network Center,Europe,Fulfillment,Process discipline,low,5.3,41,5,Site Leadership
INC-0000938,2025-12-27,JHB-01,Johannesburg Service Hub,Africa,Returns,Inventory variance,critical,32.4,11,10,Operations Excellence
INC-0000939,2025-12-27,JHB-01,Johannesburg Service Hub,Africa,Returns,Equipment reliability,medium,19.8,4,6,Site Leadership
INC-0000940,2025-12-27,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Process discipline,low,7.0,31,4,Site Leadership
INC-0000941,2025-12-27,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Equipment reliability,low,6.5,13,9,Site Leadership
INC-0000942,2025-12-28,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Carrier exception,low,13.8,21,5,Site Leadership
INC-0000943,2025-12-28,SYD-01,Sydney Service Campus,Asia Pacific,Inbound,Carrier exception,low,27.4,16,3,Site Leadership
INC-0000944,2025-12-28,SYD-01,Sydney Service Campus,Asia Pacific,Fulfillment,Equipment reliability,high,9.0,22,6,Operations Excellence
INC-0000945,2025-12-29,MAD-02,Madrid Service Center,Europe,Fulfillment,Equipment reliability,critical,18.8,16,7,Operations Excellence
INC-0000946,2025-12-29,LHR-03,Milton Keynes Network Center,Europe,Kitting,Staffing instability,low,23.3,24,4,Site Leadership
INC-0000947,2025-12-29,LHR-03,Milton Keynes Network Center,Europe,Kitting,Process discipline,low,9.8,10,2,Site Leadership
INC-0000948,2025-12-29,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Inventory variance,medium,22.7,19,5,Site Leadership
INC-0000949,2025-12-31,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Equipment reliability,high,26.7,10,5,Operations Excellence
INC-0000950,2025-12-31,LHR-03,Milton Keynes Network Center,Europe,Returns,Equipment reliability,critical,6.2,25,8,Operations Excellence
INC-0000951,2025-12-31,DXB-01,Dubai Regional Gateway,Middle East,Kitting,Carrier exception,critical,10.3,9,10,Operations Excellence
